field_id,lat,lon,date,T2M,T2M_MAX,T2M_MIN,PRECTOTCORR,ALLSKY_SFC_SW_DWN,RH2M,WS10M
osm-1423116261,37.668674210085904,-96.94296460233616,2021-01-01,-1.86,1.58,-3.02,12.77,3.63,84.2,6.94
osm-1423116261,37.668674210085904,-96.94296460233616,2021-01-02,-1.52,2.4,-4.61,0.47,5.85,87.99,2.26
osm-1423116261,37.668674210085904,-96.94296460233616,2021-01-03,-0.45,5.61,-5.05,0.09,9.03,90.42,2.33
osm-1423116261,37.668674210085904,-96.94296460233616,2021-01-04,2.18,9.13,-2.35,0.01,11.1,79.6,4.66
osm-1423116261,37.668674210085904,-96.94296460233616,2021-01-05,2.98,9.1,-2.53,0.01,7.08,77.34,4.82
osm-1423116261,37.668674210085904,-96.94296460233616,2021-01-06,3.73,6.02,1.75,1.4,4.18,93.4,3.45
osm-1423116261,37.668674210085904,-96.94296460233616,2021-01-07,1.39,6.15,-3.96,0.34,3.86,86.77,4.12
osm-1423116261,37.668674210085904,-96.94296460233616,2021-01-08,-0.44,4.38,-3.91,0.01,8.06,76.91,2.32
osm-1423116261,37.668674210085904,-96.94296460233616,2021-01-09,-0.49,5.05,-3.92,0.0,9.07,78.13,1.88
osm-1423116261,37.668674210085904,-96.94296460233616,2021-01-10,-1.29,3.28,-3.73,0.01,8.82,81.25,3.0
osm-1423116261,37.668674210085904,-96.94296460233616,2021-01-11,-0.03,7.0,-4.38,0.0,11.68,76.18,3.35
osm-1423116261,37.668674210085904,-96.94296460233616,2021-01-12,1.02,10.25,-4.16,0.0,11.37,77.0,4.14
osm-1423116261,37.668674210085904,-96.94296460233616,2021-01-13,2.72,11.27,-3.78,0.0,10.98,74.31,4.86
osm-1423116261,37.668674210085904,-96.94296460233616,2021-01-14,6.23,10.38,1.46,0.03,10.98,46.2,9.81
osm-1423116261,37.668674210085904,-96.94296460233616,2021-01-15,1.2,3.33,-1.58,0.0,5.73,53.74,10.75
osm-1423116261,37.668674210085904,-96.94296460233616,2021-01-16,0.16,6.19,-4.08,0.0,8.75,65.73,4.13
osm-1423116261,37.668674210085904,-96.94296460233616,2021-01-17,1.82,8.9,-2.75,0.0,12.44,65.3,5.68
osm-1423116261,37.668674210085904,-96.94296460233616,2021-01-18,3.08,10.33,-1.9,0.0,7.28,65.17,4.23
osm-1423116261,37.668674210085904,-96.94296460233616,2021-01-19,1.4,6.84,-2.8,0.0,9.56,67.47,3.89
osm-1423116261,37.668674210085904,-96.94296460233616,2021-01-20,3.07,10.9,-1.94,0.0,8.37,65.0,5.66
osm-1423116261,37.668674210085904,-96.94296460233616,2021-01-21,3.71,9.91,-0.13,0.0,9.86,80.98,2.53
osm-1423116261,37.668674210085904,-96.94296460233616,2021-01-22,0.64,6.65,-3.59,0.0,12.7,63.44,5.24
osm-1423116261,37.668674210085904,-96.94296460233616,2021-01-23,2.17,8.77,-4.23,0.09,6.2,75.48,6.2
osm-1423116261,37.668674210085904,-96.94296460233616,2021-01-24,4.48,6.05,2.5,3.22,3.52,87.68,4.84
osm-1423116261,37.668674210085904,-96.94296460233616,2021-01-25,1.34,4.29,-2.71,25.12,3.51,92.65,4.32
osm-1423116261,37.668674210085904,-96.94296460233616,2021-01-26,-3.12,0.51,-5.26,0.26,3.7,83.69,4.59
osm-1423116261,37.668674210085904,-96.94296460233616,2021-01-27,-4.64,-0.9,-7.11,0.03,4.42,82.73,3.85
osm-1423116261,37.668674210085904,-96.94296460233616,2021-01-28,-1.72,3.83,-6.95,0.0,10.38,82.38,4.69
osm-1423116261,37.668674210085904,-96.94296460233616,2021-01-29,3.41,8.78,-2.34,0.03,10.18,81.78,7.71
osm-1423116261,37.668674210085904,-96.94296460233616,2021-01-30,6.07,12.55,-0.05,28.17,1.89,91.57,8.04
osm-1423116261,37.668674210085904,-96.94296460233616,2021-01-31,0.14,5.2,-4.39,0.01,6.77,79.78,7.34
osm-1423116261,37.668674210085904,-96.94296460233616,2021-02-01,0.9,8.04,-4.38,0.01,12.54,80.79,2.61
osm-1423116261,37.668674210085904,-96.94296460233616,2021-02-02,3.84,12.42,-2.36,0.07,12.41,76.19,4.9
